timestamp_start,timestamp_end,notes,technician_id,meter_id,activity_type_id,location_id
2023-02-25 21:31:15,2023-03-01 04:32:47,test notes,10,45,2,2
2022-07-13 07:04:21,2021-12-27 09:00:19,test notes,6,35,1,4
2023-01-13 02:07:55,2021-06-21 14:40:51,test notes,10,9,1,3
2023-05-03 02:40:27,2020-06-04 08:54:12,test notes,14,17,2,1
2022-12-01 22:00:36,2022-01-18 19:30:08,test notes,12,29,2,2
2022-10-11 23:24:45,2020-05-28 17:45:08,test notes,12,58,3,2
2022-08-29 21:34:54,2020-10-19 08:10:01,test notes,9,28,4,1
2022-11-12 00:47:23,2021-10-17 15:31:12,test notes,11,78,4,5
2023-05-20 22:39:50,2021-07-12 04:26:21,test notes,10,4,2,6
2022-10-23 04:16:48,2021-01-07 14:17:06,test notes,5,24,3,5
2022-11-15 07:38:59,2022-03-03 20:07:30,test notes,12,73,4,2
2023-03-13 03:12:44,2021-05-24 13:10:33,test notes,2,60,2,2
2023-03-04 10:50:05,2020-07-29 03:29:14,test notes,7,23,2,3
2022-11-07 05:01:23,2022-12-04 04:50:50,test notes,13,60,1,7
2022-08-08 02:19:59,2022-03-29 17:03:23,test notes,11,26,1,6
2022-08-05 15:44:44,2021-11-24 02:33:29,test notes,3,12,4,2
2023-06-03 02:38:01,2023-01-08 17:36:52,test notes,3,27,4,5
2023-03-06 12:26:46,2022-09-28 04:57:51,test notes,10,52,4,6
2023-02-03 08:16:34,2022-10-14 23:37:22,test notes,14,21,2,6
2023-05-05 13:04:49,2022-01-24 02:16:47,test notes,7,31,4,2
2022-10-04 18:27:17,2020-11-08 09:45:01,test notes,2,74,1,1
2022-10-16 05:04:24,2023-06-13 10:12:08,test notes,11,74,4,3
2022-09-20 21:41:34,2021-07-12 18:28:48,test notes,13,97,1,5
2022-10-18 10:17:55,2022-02-17 23:02:59,test notes,8,53,3,1
2022-11-26 17:02:54,2022-12-01 01:12:29,test notes,6,31,3,5
2022-08-03 02:21:26,2021-11-18 13:43:40,test notes,10,31,2,4
2023-06-06 19:36:21,2020-10-20 01:38:47,test notes,4,78,3,1
2023-06-29 18:14:02,2020-11-04 12:21:35,test notes,9,60,1,2
2023-07-10 01:08:19,2022-04-24 21:51:28,test notes,11,57,4,1
2022-09-04 22:34:54,2021-10-15 22:00:37,test notes,12,58,2,3
2023-01-07 23:00:04,2021-05-28 02:54:39,test notes,14,25,4,7
2022-09-30 14:16:39,2022-05-23 02:55:17,test notes,8,14,4,7
2023-01-14 21:45:22,2020-10-17 00:43:48,test notes,1,86,4,6
2022-07-30 11:09:21,2022-10-08 15:54:45,test notes,11,100,2,7
